Nome,Desenvolvedor,Distribuidora,Indie,Quantidade de Review,Review Médio,Plataforma,Singleplayer,Multiplayer,Data de Lançamento,Linguagens Interface,Linguagens Dublagem,Linguagens Legenda,Processador,Memória Ram,Placa de Vídeo,Espaço em Disco,Preço
Fragile Box,Kara Sokra ,Kara Sokra ,Sim,11,Positive,1,Sim,Não,21 Feb 2020,13,0,0,outros,1.024,outros,0.1,"2,29"
Estiman,Kool2Play ,Kool2Play ,Sim,22,Positive,1,Sim,Não,23 Nov 2016,11,0,0,,,,,"2,29"
Chronicles of Magic: Divided Kingdoms,The House of Fables ,Artifex Mundi ,Não,47,Mostly Positive,3,Sim,Não,22 Mar 2018,9,1,9,outros,1,outros,2,"28,99"
Ashes,FurGoldGames ,FurGoldGames ,Sim,39,Mixed,1,Não,Não,28 Jun 2017,2,0,0,,,,,"2,29"
Eddy紫 ~Eddy Violet~,大谷 DGSpitzer ,大谷 DGSpitzer ,Sim,43,Positive,1,Não,Não,15 Sep 2017,2,1,1,outros,2.048,NVIDIA-GEFORCE-GTX-960,0.6,"6,29"
Pressured,Paul Marrable ,Funbox Media Ltd ,Sim,282,Mixed,1,Não,Não,18 Jul 2014,1,1,0,outros,1,outros,0.1,"6,29"
Boinks,(31),- 93% of the 31 user reviews for this game are positive.,Sim,0,Positive,2,Não,Não,27 Nov 2017,1,0,0,,,,,"2,29"
Chronicle Keepers: The Dreaming Garden,Novaq Games ,Ultimate Games S.A. ,Não,86,Mixed,1,Não,Não,11 Jun 2015,1,1,1,outros,2,outros,1.6,"10,49"
Doodle Jamboree,Mike Laraman ,Mike Laraman ,Sim,14,Positive,1,Não,Não,26 Sep 2017,1,0,0,,,,,"4,29"
Blooding Runner X,Creative Black Chair ,Creative Black Chair ,Sim,10,Positive,1,Não,Não,14 Oct 2019,2,1,2,INTEL-CORE-I5-6600K,8,,5,"2,29"
I'm an adventurer,CHOU CHENG LU ,CHOU CHENG LU ,Sim,21,Positive,1,Não,Não,23 Oct 2018,3,3,3,,,,,"6,49"
Slime Jumper,Geomertex ,Geomertex ,Sim,11,Positive,3,Sim,Sim,7 Apr 2016,2,2,2,INTEL-CORE-I5-3470,4,NVIDIA-GEFORCE-GTX-660,0.5,"10,49"
Guardian's Oath,Nodamex ,NDMX Game Studios ,Sim,16,Positive,1,Não,Não,28 Sep 2016,2,0,2,outros,2,,0.05,"2,29"
Interstellar Logistics Inc,Exalted Guy Interactive ,Exalted Guy Interactive ,Não,10,Positive,1,Não,Não,15 Aug 2016,1,1,0,,,,,"8,69"
Monsterland,Second Variety Games ,Second Variety Games ,Sim,23,Positive,1,Não,Não,14 Dec 2015,1,1,1,outros,2,NVIDIA-GTX-260,0.2,"4,49"
Owyn's Adventure,Gazoid ,Gazoid ,Sim,45,Positive,2,Sim,Não,14 Dec 2018,10,0,10,,,,,"4,49"
Mr Nibbles Forever,Epic Shrimp ,Zen Labs ,Não,21,Positive,3,Não,Não,29 Apr 2016,1,0,0,outros,1.0,outros,0.2,"2,19"
Stone Flower,SharkGame ,Garage Games ,Sim,21,Mixed,1,Não,Não,20 Sep 2017,1,0,0,,,,,"6,60"
ALIENS INVADED OUR PLANET,Kerim Kumbasar ,Kerim Kumbasar ,Sim,40,Mixed,1,Não,Não,15 Jun 2018,4,4,4,outros,4,outros,1,"2,29"
Devil's dream,Milkoi Games ,Milkoi Games ,Sim,10,Mixed,1,Não,Não,23 May 2020,1,1,1,outros,4,NVIDIA-GTX-1050-TI,11,"2,29"
Australian trip,SergioPoverony ,SergioPoverony ,Sim,16,Positive,2,Não,Não,10 Dec 2017,6,6,6,outros,2,outros,0.3,"2,29"
Running Man 3D,GGaming ,GGaming ,Sim,17,Mixed,1,Sim,Não,21 Aug 2018,1,0,0,,,,,"2,29"
Debris Infinity,SVC Games ,SVC Games ,Sim,14,Positive,1,Não,Não,8 Dec 2017,4,1,0,,,,,"10,89"
Space Cat,argagonky ,argagonky ,Sim,13,Positive,2,Não,Não,2 Dec 2016,1,0,0,,,,,"10,49"
sphereFACE,VoxelStorm ,VoxelStorm ,Não,22,Positive,3,Não,Não,19 May 2017,11,11,11,outros,4,outros,0.3,"20,69"
Insincere,Astronomic Games ,New Reality Games ,Sim,131,Mixed,1,Não,Não,12 May 2016,1,1,1,,,,,"8,39"
Dreams of Greatness,SF ,SF ,Sim,11,Positive,1,Não,Não,12 Dec 2018,2,0,0,,,,,"2,29"
Bad Note 破碎的笔记,Red.Soul ,Ningbing Games ,Sim,18,Mixed,1,Não,Não,30 Nov 2018,2,0,1,INTEL-CORE-2-,1,outros,0.3,"2,29"
Pimiko Plus,Delmunsoft ,Delmunsoft ,Sim,10,Positive,1,Não,Não,14 Dec 2017,1,0,0,outros,4,outros,0.035,"4,49"
[it's possible] Classic,Alscenic ,current.gen Studios ,Sim,10,Positive,1,Sim,Não,19 Nov 2018,1,0,0,,,,,"2,29"
Blowy Fish,One Man Band Games ,One Man Band Games ,Não,10,Positive,1,Não,Não,25 Sep 2015,1,0,0,outros,2,outros,0.2,"4,29"
RePete,Luke Godfrey ,Luke Godfrey ,Sim,14,Positive,3,Não,Não,1 Nov 2015,4,0,0,,,,,"4,29"
SOMOS,Sideline ,Sideline ,Sim,12,Positive,3,Sim,Não,8 Nov 2018,6,0,0,INTEL-CORE-I5-2300,2,outros,0.05,"16,59"
"持猫少女凯蒂/Kaidi, armed with a cat",49肆酒 ,49肆酒 ,Sim,17,Positive,1,Não,Não,13 Jan 2019,2,0,2,,,,,"2,29"
Survive in Angaria 2,Cloaz Studio ,Cloaz Studio ,Sim,10,Positive,1,Não,Não,21 Aug 2018,1,0,1,,1,,0.8,"4,49"
Perfect Fit - Totemland,Homiebear Studio ,Homiebear Studio ,Sim,15,Positive,1,Não,Não,10 Nov 2016,3,0,0,,,,,"8,39"
Power Gunner,Mega Toast Games ,Mega Toast Games ,Sim,22,Positive,3,Sim,Não,17 May 2019,1,1,1,outros,16,outros,0.2,"2,29"
Chamber of Darkness,The Crow Studios ,GrabTheGames ,Sim,27,Mixed,1,Sim,Não,10 Oct 2018,1,1,1,,,,,"5,05"
Space Orb,Outdoor Gaming ,Outdoor Gaming ,Sim,10,Positive,1,Não,Não,6 Sep 2018,1,1,1,INTEL-CORE-I3-4370,4.096,outros,10,"2,29"
Quest of Vidhuraa,FirstSeed ,FirstSeed ,Sim,10,Positive,1,Não,Não,27 Apr 2018,1,1,1,,,,,"2,29"
Super Killer Hornet: Resurrection,Flump Studios ,Funbox Media Ltd ,Sim,184,Mixed,1,Sim,Não,5 Feb 2014,1,1,0,outros,1,outros,0.2,"10,49"
Lost in the tomb,Sokolab ,Paper Pirates ,Sim,10,Positive,1,Não,Não,10 Nov 2017,1,0,1,,,,,"2,29"
Cubrick,热泉 RedSpring ,热泉 RedSpring ,Sim,12,Positive,2,Não,Não,12 Apr 2017,1,0,0,,,,,"4,29"
Super Flippin' Phones,"BlauwPrint, 3xBlast ",BlauwPrint ,Sim,14,Positive,1,Não,Não,18 Feb 2016,1,0,1,,,,,"6,29"
The Cursed Revolver,The Cursed Revolver ,The Cursed Revolver ,Sim,11,Positive,1,Não,Não,25 Apr 2017,1,1,0,,,,,"6,29"
Conjuntalia,NEZOS GAMES ,NEZOS GAMES ,Sim,31,Mixed,2,Não,Não,27 Jul 2017,2,0,2,INTEL-CORE-I5-2500K,4,NVIDIA-GEFORCE-GTX-760,2,"2,29"
Escape the Darkness,Indie Ninjas ,Indie Ninjas ,Sim,24,Positive,1,Não,Não,3 Apr 2018,8,1,1,INTEL-CORE-I3-,1.024,outros,0.21,"2,29"
Rivais Em Batalha,Art Games ,Art Games ,Sim,19,Mixed,1,Não,Sim,1 Jan 2017,2,1,1,,,,,"3,99"
Sack of Bots,Martijn Folmer ,Martijn Folmer ,Sim,11,Positive,1,Sim,Não,6 Jun 2019,1,0,0,,,,,"2,29"
Civil War: 1861,HexWar Games ,HexWar Games ,Não,15,Mostly Positive,2,Sim,Não,1 Feb 2017,1,0,0,,,outros,,"19,99"
Bernie’s Nightmare,Kevin Yang Games ,Kevin Yang Games ,Sim,35,Mixed,3,Não,Não,28 Jul 2018,2,2,2,INTEL-CORE-I7-,8,GEFORCE-940,1,"2,29"
The World Named Fred,Here Be Dragonz ,Here Be Dragonz ,Sim,22,Positive,2,Não,Não,27 Feb 2015,1,0,1,,,,,"8,39"
Box Maze 2 : Agent Cubert,GamersHype Productions ,GamersHype Productions ,Sim,17,Positive,1,Não,Não,5 Jan 2018,1,1,0,outros,2,NVIDIA-GTX-9800,0.5,"2,29"
Cubetractor,Ludochip ,Ludochip ,Sim,20,Positive,2,Sim,Não,29 May 2013,1,0,0,,,,,"10,89"
Puzzler,Monane ,Monane ,Sim,13,Positive,3,Sim,Não,12 Oct 2017,7,0,0,,,,,"2,29"
Varius,Fish Tank Studio ,Fish Tank Studio ,Sim,13,Positive,1,Não,Não,1 Jun 2018,1,0,0,,,,,"4,49"
Seven Nations,RewindApp ,RewindApp ,Sim,18,Mixed,1,Sim,Não,17 Jul 2019,1,0,0,,,,,"2,29"
Sunny Hillride,- 60% of the 71 user reviews for this game are positive.,Synetic ,Não,Mixed,Mixed,1,Não,Não,1 Feb 2016,2,0,0,,,,,"4,29"
Second Hazardous Course,Team Lambda ,Team Lambda ,Sim,10,Positive,1,Não,Não,4 Jul 2018,1,0,1,INTEL-CORE-2-,2,outros,0.2,"2,29"
Laser Lasso BALL,RagTagRadical ,RagTagRadical LLC ,Sim,14,Positive,1,Não,Não,13 Feb 2017,1,0,0,,,,,"4,49"
Furgal's Jetpack,SosiskaGames ,SosiskaGames ,Sim,12,Positive,1,Não,Não,22 Sep 2020,1,1,0,,,,,"4,49"
Solaria Moon,3y3.net ,"Tizona Interactive, Zerouno Games ",Sim,41,Mixed,1,Não,Não,6 Sep 2017,3,2,3,INTEL-CORE-I7-3770,0.008,NVIDIA-GTX-780,10,"10,89"
Gal-X-E,NodziGames ,NodziGames ,Sim,33,Positive,1,Não,Não,14 May 2016,1,27,0,outros,1.024,outros,0.1,"4,49"
Disastr_Blastr,Dog Theory ,Dog Theory ,Sim,14,Positive,1,Não,Não,21 Nov 2016,1,0,0,outros,4,GEFORCE-310,0.05,"4,49"
The Rig: A Starmap to Murder,Sunset Division ,Sunset Division ,Não,33,Mostly Positive,1,Não,Não,26 Jun 2020,1,1,1,INTEL-CORE-I5-4590,4,NVIDIA-GEFORCE-GTX-1060,2,"28,99"
Explomania,Render System ,Render System ,Sim,15,Mixed,1,Sim,Não,22 Feb 2018,1,1,1,,,,,"10,89"
Orch Star,Orch Star Studios ,White Warlock AB ,Não,13,Mostly Positive,1,Não,Não,15 Aug 2018,1,0,0,INTEL-CORE-I7-6700,8,NVIDIA-GEFORCE-GTX-1070,2,"28,99"
War Theatre,Arcade Distillery ,Arcade Distillery ,Não,10,Mixed,2,Não,Não,16 Mar 2019,1,0,0,,,,,"20,69"
Survival Tycoon,- 54% of the 11 user reviews for this game are positive.,Displacement Studios ,Sim,Mixed,Mixed,1,Não,Não,15 Jul 2017,1,1,1,outros,1,outros,0.012,"10,89"
Bumbledore,Nimbly Games ,Nimbly Games ,Sim,0,No user reviews,1,Não,Não,15 Mar 2012,1,0,0,,,,,"10,89"
Project Cabin,VincentLTower ,VincentLTower  ,Sim,17,Mixed,1,Não,Não,1 Dec 2017,1,0,1,outros,4,GEFORCE-960,1.5,"6,49"
The House in the Forest,_k.y. ,_k.y. ,Sim,19,Mixed,1,Sim,Não,29 Feb 2020,2,0,2,,,,,"6,49"
Perfect Heist,yeswecamp ,yeswecamp ,Sim,202,Mixed,1,Não,Sim,17 Aug 2018,5,1,5,outros,8,GEFORCE-600,4,"10,89"
Gangsta Sniper,"Tero Lunkka, Gangsta Studios, BlackThug ",Tero Lunkka ,Sim,34,Mixed,1,Não,Não,12 Nov 2018,1,1,1,outros,16,NVIDIA-1000,7,"8,69"
Zomby Soldier,Tero Lunkka ,Tero Lunkka ,Sim,11,Mixed,1,Não,Não,22 Jan 2018,1,1,1,outros,8,GEFORCE-960,3,"2,29"
Quad Hopping,LillyWelland inc. ,Bitlock Studio ,Sim,45,Mixed,3,Não,Não,23 Aug 2017,1,0,1,,,,0.2,"2,19"
CurryKitten FPV Simulator,Wayne Andrews ,CurryKitten ,Não,11,Mostly Positive,3,Não,Sim,12 Jun 2020,1,0,0,,,,,"4,49"
Hunting Unlimited™ 2008,SCS Software ,Ziggurat ,Não,39,Mostly Positive,1,Não,Não,1 Sep 2007,1,0,0,,,,,"16,99"
Battle for Iwo Jima,Yobowargames ,Yobowargames ,Não,13,Mostly Positive,1,Sim,Não,4 Mar 2020,1,0,0,outros,8,outros,0.5,"26,89"
Falcon,Spectrum Holobyte ,Retroism ,Não,12,Mixed,1,Não,Não,1 Jan 1987,1,0,1,outros,1,outros,0.05,"13,99"
Dragon Kingdom War,Play Spirit Limited ,Play Spirit Limited ,Sim,49,Mixed,2,Não,Não,10 Feb 2017,1,1,1,,,,,"10,89"
Dreamlike Worlds,JustForward ,JustForward ,Sim,20,Mixed,2,Não,Não,6 Mar 2017,1,0,0,,,,,"2,19"
秋叶|Autumn leaves,木子工坊 , HongbinGame ,Não,14,Mixed,1,Não,Não,28 Sep 2018,2,0,2,,,,,"2,29"
雾之本境S Conspiracy Field: Fog Shadow,SP-time ,SP-time ,Sim,67,Mostly Positive,1,Sim,Não,25 Jun 2020,2,0,2,,,,,"9,99"
Soccertron,David Erosa ,Erosa Games ,Sim,10,Mixed,3,Não,Sim,12 Mar 2015,1,0,0,outros,4,outros,0.256,"4,49"
Visitor 来访者,Zhongce Games ,Zhongce Games ,Sim,676,Mostly Positive,1,Não,Não,7 Jul 2018,4,1,4,outros,4,NVIDIA-GEFORCE-GTX-750,3,"8,69"
Pulsen,4-Panel Footprint ,4-Panel Footprint ,Sim,38,Mostly Positive,1,Não,Não,27 Jul 2015,4,2,1,INTEL-PENTIUM-4-,2,GEFORCE-9400,0.4,"28,99"
Clash of Castle,KicklessGame ,RewindApp ,Sim,22,Mixed,1,Não,Não,7 Feb 2018,1,1,1,,,,,"2,29"
Urban Justice,Evil Bunneh ,Evil Bunneh ,Sim,20,Mixed,2,Não,Sim,17 Jan 2019,1,1,1,outros,2,outros,1,"4,49"
Iron Sky: Invasion,Reality Pump ,Topware Interactive ,Não,349,Mixed,3,Não,Não,13 Dec 2012,7,2,0,,,,,"36,99"
鬼畜大冒险 Gui Chu Da Mao Xian,七彩绘色游戏 ,七彩绘色游戏 ,Sim,166,Mostly Positive,3,Não,Não,22 Sep 2018,2,1,1,outros,2,outros,1.0,"4,49"
Krinkle Krusher,Ilusis Interactive Graphics ,Funbox Media Ltd ,Não,14,Mixed,1,Não,Não,4 Aug 2016,7,1,7,outros,4,outros,2,"6,49"
Cube Defense,RewindApp ,RewindApp ,Sim,63,Mixed,1,Sim,Não,22 Mar 2019,1,0,0,,,,,"2,29"
Social Club VR : Casino Nights,Perilous Orbit ,Perilous Orbit ,Não,44,Mostly Positive,1,Não,Não,21 Jun 2018,1,1,1,outros,8,NVIDIA-GEFORCE-GTX-980,6,"37,99"
Spot Girls Difference,Puzzle Game ,Puzzle Game ,Sim,17,Mixed,1,Não,Não,25 Jan 2019,27,0,27,outros,2.048,NVIDIA-9600,1.0,"2,29"
The Way of the Pixelated Fist,Blaze Epic ,Blaze Epic ,Sim,24,Mixed,1,Não,Não,27 Apr 2015,1,0,1,,,,,"2,29"
Nevermind,Flying Mollusk ,Flying Mollusk ,Não,294,Mostly Positive,2,Não,Não,29 Sep 2015,11,1,11,outros,8,GEFORCE-GTX-750-TI,5,"37,99"
Sometimes: Success Requires Sacrifice,NodziGames ,NodziGames ,Sim,134,Mixed,1,Não,Não,27 Feb 2015,1,27,0,outros,0.512,outros,0.4,"2,29"
Rock-N-Rogue: A Boo Bunny Plague Adventure,On the Level Game Studios ,On the Level Game Studios ,Sim,14,Mixed,1,Não,Não,19 Jan 2017,1,1,0,outros,8,outros,4,"4,49"
Dark Parables: Curse of Briar Rose Collector's Edition,Blue Tea Games ,Big Fish Games ,Não,47,Mostly Positive,1,Não,Não,9 Sep 2016,1,1,1,,,,,"19,99"
Exodus,Galhmac Game Studio ,Multi-Form ,Sim,25,Mixed,1,Não,Não,1 Jun 2013,2,0,2,outros,4,outros,3,"2,19"
The Three Musketeers - D'Artagnan & the 12 Jewels,Mzone Studio ,Microïds Indie ,Sim,12,Mixed,1,Não,Não,3 Apr 2018,5,0,0,,,,,"4,49"
Paradox Paradigm,Josh ,GamingVNetwork ,Sim,0,No user reviews,1,Não,Não,20 May 2016,1,0,1,outros,8,GEFORCE-470,1,"2,29"
Rainbow Duck,Boogygames Studios ,Boogygames Studios ,Sim,11,Mixed,1,Sim,Não,29 Aug 2019,1,0,0,,,,,"2,19"
You Deserve,TGA Company LLC ,TGA Company LLC ,Sim,146,Mixed,2,Não,Não,19 Aug 2016,2,2,2,outros,8,NVIDIA-GTX-950,3,"2,19"
Diorama Battle of NINJA　虚拟3D世界 忍者之战,"X-STREAM DIGITAL Co., Ltd. ",Dogenzaka Lab ,Sim,13,Mixed,1,Não,Não,19 Sep 2016,3,0,3,INTEL-CORE-I5-650,8,outros,2,"13,99"
Jade's Journey 2,Warfare Studios ,Warfare Studios ,Sim,14,Mixed,1,Não,Não,12 May 2017,1,0,0,,,,,"8,39"
Hyper color ball,Czester16 ,Back To Basics Gaming ,Sim,99,Mixed,1,Não,Não,2 Sep 2016,1,1,1,,,,,"2,19"
Grape Jelly,Primitive Studio ,Droid Riot ,Sim,22,Mixed,1,Não,Não,3 Oct 2017,1,1,1,outros,4,outros,1,"4,49"
Skyfront VR,Levity Play ,Levity Play ,Não,94,Mostly Positive,1,Não,Sim,8 Mar 2019,1,1,0,INTEL-CORE-I5-4590,8,NVIDIA-GTX-1060,3,"20,69"
Virtual Boxing League,Spellbook ,www.Spellbook.com ,Não,29,Mixed,1,Não,Não,16 Aug 2019,1,1,0,INTEL-CORE-I7-3770,6,NVIDIA-GEFORCE-GTX-980,3,"37,99"
The Girl on the Train,NewWestGames ,NewWestGames ,Sim,33,Mixed,3,Não,Não,23 Oct 2017,1,0,1,outros,2.048,GEFORCE-640,0.4,"2,59"
WhiTaers: Gongren Edition,JingtuStudio ,JingtuStudio ,Sim,29,Mixed,2,Não,Não,26 Jan 2019,2,0,1,outros,8,GEFORCE-GTX-650-TI,1,"2,29"
Eron,David Mulder ,SA Industry ,Sim,160,Mixed,2,Não,Não,17 Mar 2015,1,0,0,outros,1,outros,0.2,"2,29"
TRIP Steam Edition,Xenon ,Xenon ,Sim,24,Mixed,1,Sim,Não,19 Jun 2015,1,0,0,,,,,"10,89"
Survival Driver,"Tero Lunkka, Mikko Seppälä ",Tero Lunkka ,Sim,19,Mixed,1,Não,Não,15 Aug 2017,1,1,1,outros,8,GEFORCE-960,7,"4,29"
Planet in the Shadows,Sergey Bobrov ,Sergey Bobrov ,Sim,18,Mixed,1,Não,Não,15 Apr 2016,2,0,0,outros,1.024,,,"8,39"
DYING: Reborn,NEKCOM Entertainment ,"Coconut Island Games, Oasis Games ",Sim,146,Mostly Positive,1,Não,Não,10 Jan 2018,4,1,4,INTEL-CORE-I5-,6,NVIDIA-GEFORCE-GTX-750,4,"26,89"
Freezeer,NedoStudio ,NedoStudio ,Sim,22,Mixed,1,Sim,Não,21 Jun 2018,1,1,1,outros,2,outros,0.13,"2,29"
Endless Road,掌烛文化 ,掌烛文化 ,Sim,329,Mostly Positive,1,Sim,Não,10 Sep 2018,3,0,3,,,,,"20,69"
Cold Cable: Lifeshift,CCLS Workshop ,CCLS Workshop ,Sim,10,Mixed,1,Sim,Não,21 Mar 2019,1,1,1,outros,8,GEFORCE-660,8,"2,29"
Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,Eipix Entertainment ,Big Fish Games ,Não,14,Mostly Positive,1,Não,Não,6 Jul 2016,1,1,1,,,,,"20,69"
Truck Mechanic Simulator 2015,PlayWay SA ,Ravenscourt ,Não,96,Mixed,1,Sim,Não,1 May 2015,5,0,5,INTEL-CORE-I5-,4,GEFORCE-GTX-650-TI,2,"19,99"
Swiftly,Cleverweek ,Cleverweek ,Sim,65,Mixed,3,Não,Não,26 Jan 2016,1,1,1,INTEL-PENTIUM-4-,0.256,,0.5,"2,19"
Shin Samurai Jazz,Blaze Epic ,Blaze Epic ,Sim,50,Mixed,1,Não,Não,16 Mar 2015,1,0,1,,,,,"2,19"
RADical ROACH Remastered,DL Softworks ,DL Softworks ,Sim,48,Mixed,1,Sim,Não,16 May 2014,1,1,1,outros,2,outros,0.35,"6,49"
Kinaman vs Gray Elephant,Crystal Box Team ,Valkyrie Initiative ,Sim,17,Mixed,1,Não,Não,10 May 2018,2,0,0,outros,0.512,outros,0.2,"4,49"
Star Merc,D247 Games ,New Worlds Games ,Sim,21,Mixed,1,Sim,Não,10 Feb 2017,1,1,0,INTEL-PENTIUM-4-,4,NVIDIA-GEFORCE-GTX-660-TI,0.3,"4,49"
I was here,Okinawa Sunrise ,Okinawa Sunrise ,Sim,12,Mixed,3,Sim,Não,5 Oct 2017,1,1,1,outros,2,outros,3,"8,69"
Welcome to Primrose Lake,SQRT3 ,iWin ,Não,11,Mostly Positive,2,Não,Não,1 Sep 2019,1,0,1,,,,,"20,69"
PictoQuest,NanoPiko ,Plug in Digital ,Sim,41,Mostly Positive,1,Não,Não,4 Feb 2020,9,0,0,,,,,"19,99"
Archipelago,Dima Kiva ,Dima Kiva ,Não,41,Mixed,2,Não,Não,17 Aug 2016,2,2,2,,,,,"2,19"
iaidoka_interlude,Blaze Epic ,Blaze Epic ,Sim,51,Mixed,1,Não,Não,24 Apr 2015,1,0,1,,,,,"2,19"
Tanks VR,Freshfield Studios ,Freshfield Studios ,Não,23,Mostly Positive,1,Não,Não,6 Apr 2018,1,1,0,outros,8,NVIDIA-GTX-980,1,"20,69"
The Polynomial - Space of the music,Dmytry Lavrov ,Dmytry Lavrov ,Sim,425,Mostly Positive,3,Sim,Não,15 Oct 2010,1,0,0,,,,,"13,99"
Project RTD: Random Tower Defense PvP,NGELGAMES ,NGELGAMES ,Não,647,Mixed,1,Não,Sim,17 Feb 2020,3,1,0,INTEL-CORE-I5-,8,GEFORCE-9,1,"18,59"
Cage of the Succubi,Ason ,Kagura Games ,Sim,69,Mixed,1,Não,Não,5 Dec 2019,3,0,3,outros,4,NVIDIA-358,0.5,"26,89"
Fancy Skiing 2: Online,哈视奇科技 ,哈视奇科技 ,Não,16,Mixed,1,Não,Não,13 Jul 2018,2,2,2,outros,8,,2,"24,89"
Fate of the World: Tipping Point,Red Redemption ,Red Redemption ,Sim,331,Mostly Positive,2,Sim,Não,29 Sep 2011,3,0,0,outros,,,,"35,99"
Fate of the World,Red Redemption ,Soothsayer Games ,Sim,331,Mostly Positive,2,Sim,Não,28 Feb 2011,3,0,0,outros,,,,"19,99"
Junglex,RewindApp ,RewindApp ,Sim,32,Mixed,1,Sim,Não,5 Apr 2019,1,0,0,,,,,"2,29"
DUO,NiVision ,NiVision ,Não,29,Mostly Positive,1,Não,Não,8 Jul 2016,1,1,0,,,,,"17,99"
Murder,Peter Moorhead ,CDP ,Sim,210,Mixed,3,Não,Não,21 Oct 2015,1,1,1,,,,,"2,29"
The Raven Remastered,KING Art ,THQ Nordic ,Não,118,Mostly Positive,3,Sim,Não,13 Mar 2018,8,2,8,INTEL-CORE-I7-3770,8,outros,25,"54,99"
Loco Parentis VR,Fair Games Studio ,"Fair Games Studio, Pleasant Rain Ltd ",Não,26,Mixed,1,Não,Não,13 Mar 2020,5,2,5,,,,,"30,49"
Pulang : Insanity,OZYSOFT ,"OZYSOFT, WhisperGames, Mayflower Entertainment ",Sim,62,Mixed,1,Não,Não,13 Mar 2020,3,1,3,INTEL-CORE-I5-4460,8,NVIDIA-GEFORCE-GTX-1060,11,"49,99"
Silk,ihobo games ,Huey Games ,Sim,10,Mostly Positive,3,Não,Não,11 Oct 2019,1,1,1,outros,4,outros,3,"22,79"
Axis Football 2015,Axis Games ,Axis Games ,Não,72,Mostly Positive,3,Sim,Sim,15 Jul 2015,1,1,0,,,,,"10,89"
众生,边境游戏工作室 ,边境游戏工作室 ,Sim,313,Mostly Positive,1,Não,Não,28 Feb 2018,2,0,1,,,,,"28,99"
Second Second,Sinkhole Studio ,Sinkhole Studio ,Não,84,Mostly Positive,1,Não,Não,16 Oct 2018,3,0,3,,,,,Free To Play
FreakOut: Extreme Freeride,Coldwood Interactive ,THQ Nordic ,Não,41,Mostly Positive,1,Não,Não,28 Aug 2007,5,0,0,INTEL-PENTIUM-4-2,0.512,outros,,"16,99"
3 Stars of Destiny,Aldorlea Games ,Degica ,Sim,34,Mostly Positive,1,Sim,Não,28 Mar 2014,1,0,0,,,,,"27,99"
Broken Spell 2,Jaming Soo ,YIBAILI SOFTWARE ,Sim,63,Mixed,1,Não,Sim,10 Feb 2020,3,2,3,INTEL-CORE-I5-2500K,8,NVIDIA-GEFORCE-GTX-970,7,"20,69"
Pixel Privateers,Quadro Delta ,Re-Logic ,Sim,813,Mostly Positive,1,Não,Sim,21 Feb 2017,1,0,1,,,outros,,"27,99"
Republique VR,"Camouflaj, Darkwind Media ",Camouflaj ,Não,18,Mostly Positive,1,Não,Não,16 Jun 2020,8,0,8,outros,8,NVIDIA-GTX-1060,8,"20,69"
EEP 15,Trend Redaktions- und Verlagsgesellschaft mbH ,Trend Redaktions- und Verlagsgesellschaft mbH ,Não,16,Mixed,1,Não,Não,24 Jan 2019,3,0,0,outros,16,outros,12,"16,59"
NOBUNAGA’S AMBITION: Haouden with Power Up Kit / 信長の野望・覇王伝 with パワーアップキット,"KOEI TECMO GAMES CO., LTD. ","KOEI TECMO GAMES CO., LTD. ",Não,10,Mostly Positive,1,Não,Não,27 Jun 2017,2,0,0,outros,2,outros,0.7,"36,99"
Uncrewed,Quite Different Mechanics ,Quite Different Mechanics ,Não,115,Mostly Positive,1,Sim,Sim,26 Mar 2020,1,0,0,INTEL-CORE-I5-6500,8,GEFORCE-950,3,"23,99"
Radial-G : Racing Revolved,Tammeka Games ,Tammeka Games ,Não,127,Mostly Positive,1,Não,Não,28 Mar 2016,5,0,0,outros,8,NVIDIA-GTX-970,2,"20,69"
Drafting Tales,Istotex ,Istotex ,Sim,52,Mostly Positive,3,Sim,Não,22 Apr 2019,1,0,0,,,,,"26,89"
To Battle!: Hell's Crusade,Filthy Peasant Games ,Filthy Peasant Games ,Não,35,Mostly Positive,1,Sim,Não,24 Jul 2019,1,1,1,,,,,"18,59"
Space Food Truck,One Man Left Studios ,One Man Left Studios ,Sim,180,Mostly Positive,3,Sim,Sim,25 Mar 2016,1,1,0,,,,,"19,99"
Rise of Prussia Gold,Ageod ,Slitherine Ltd. ,Não,18,Mostly Positive,1,Sim,Sim,8 May 2013,4,0,0,,,,,"36,99"
Celestial Crossing,Touwaku Studio ,Touwaku Studio ,Sim,113,Mostly Positive,3,Não,Não,30 Dec 2016,1,1,1,outros,1,outros,1,"10,89"
Angelo and Deemon: One Hell of a Quest,Specialbit Studio ,Specialbit Studio ,Sim,59,Mixed,3,Sim,Não,27 Sep 2019,6,1,6,outros,4,outros,0.5,Free To Play
Captain Forever Remix,"Pixelsaurus Games, Future Crayon ",Pixelsaurus Games ,Sim,277,Mostly Positive,3,Sim,Não,3 Jun 2016,1,0,0,,,,,"20,69"
Mortal Online,Star Vault AB ,Star Vault AB ,Sim,2873,Mixed,1,Não,Sim,31 Aug 2015,1,1,1,outros,8,,20,Free To Play
Blocks!: Julius Caesar,Avalon Digital ,Avalon Digital ,Sim,31,Mixed,2,Não,Não,11 Dec 2019,3,0,0,outros,4,outros,2,"47,49"
